DEN_Z_URB,avg_CO_2_per_road,avg_NO_x_per_road,avg_PM_per_road,avg_VOC_per_road
Garbatella,11.687416626351704,0.008916140742232176,0.0002580403335105162,0.050967483937186156
Aventino,14.696745111749697,0.011787937731431988,0.0003425834446809461,0.06635744117956668
Mezzocammino,328.63171691126263,0.10779309670708241,0.0013623456825466293,0.5786467056315145
Magliana,851.8250439233461,0.21713231859301693,0.0020878697769962156,1.4410704344555025
Ponte Galeria,609.8485376696791,0.174584226221419,0.0014697567147794119,1.012220334297309
Pantano di Grano,631.8148349665477,0.20495487705275142,0.0024569734103848284,1.1521023175517002
Trullo,185.45659788009226,0.08050758789035808,0.0017100493446559812,0.36072890234981503
Torrespaccata,18.219290305185414,0.01373107210489797,0.0005781537055612764,0.05975193470852687
Centro Direzionale Centocelle,17.379158044302905,0.01135801275549629,0.00046045787867448533,0.05466625744286123
Torpignattara,31.2542472387019,0.029660527505666164,0.0005314671411365573,0.18294829572601218
Pian Due Torri,38.324190045536405,0.022880643404928187,0.000554125487251943,0.12800255920751305
Ostia Nord,22.57517868575053,0.01723165219135332,0.00038402854436948885,0.09982309134068938
Infernetto,22.37934927739872,0.014440488534213773,0.0003497247983900037,0.07121000734693513
Palocco,12.442368168906778,0.008756523088633818,0.00018614437581537544,0.05130625879369705
Ostia Sud,17.80902180916224,0.014154398424679665,0.00036735461447532763,0.07929177605517161
Acilia Sud,48.300038598285056,0.026617114082959435,0.0005352269511080052,0.13913499186537245
Castel Fusano,62.36559549416883,0.0318982579264864,0.0006953480848330426,0.14209034428366643
Primavalle,28.948237861160454,0.022390957698562294,0.0007494010454216542,0.11146079407848725
Val Cannuta,68.70652083034213,0.041217674289128876,0.000940064127979476,0.22712797603875354
Corviale,20.775322418401736,0.01561065748620328,0.00041043753838653716,0.08649198467586872
Pisana,635.3013024506362,0.17639481423859185,0.0025264382988864982,1.1597298904738822
Fogaccia,198.4169020488145,0.055199657857492854,0.0008245448170440313,0.38315032520149966
S. Maria della PietÃ ,147.6813614185375,0.04001273075098073,0.0007143826725240257,0.3054441058315841
Ottavia,137.67074829141004,0.034922138138512894,0.0004906148793731792,0.2826184263383237
Labaro,139.03230086757566,0.046365089366017735,0.0007666232379064873,0.27828139075993463
Boccea,684.3781373659928,0.19873959152567885,0.00268003926791689,1.2137679662061593
Casalotti di Boccea,93.7819949888228,0.0338496846166338,0.0005941130719633606,0.2445465750247585
Castelluccia,191.74221646028172,0.05074268334893191,0.0008738945452701403,0.3659350284368681
Massimina,95.46324696961571,0.043734661213350144,0.0005499820412576847,0.28108651133558904
Aurelio Nord,18.227348485740563,0.01533487912697098,0.0004735339566561294,0.07995797840413939
Aurelio Sud,22.24326788916569,0.017026067207718775,0.0004715703977383193,0.08887515075790968
Buon Pastore,33.2814212777765,0.02599315166077342,0.0006685428702118628,0.13690650016894249
Portuense,29.76050164343872,0.01974237017810566,0.0005617401268535672,0.10543714420587592
Colli Portuensi,26.094227060972653,0.021721194629304875,0.0005125880390773885,0.12303665273695841
Villa Pamphili,43.1749549680286,0.026891972653296157,0.0008151408263495231,0.13709515627577074
Trionfale,18.61496338705684,0.017712075927370598,0.0003104516982789966,0.08729104695037593
Prati,24.755454930225,0.021233760491328333,0.0006701645078460083,0.11078141553759192
Foro Italico,73.25483802190193,0.04038216514881326,0.0006524794463631696,0.23119840872305547
Gianicolense,14.23596340839352,0.012398887215692541,0.00031148058518045373,0.06884757918912718
Pineto,40.82446535404136,0.026469523019087074,0.0010243413005401293,0.13279440254487648
Medaglie d' Oro,22.598605374433962,0.01963021456966673,0.0005136236472958008,0.09190525435604452
Trastevere,17.109815726109915,0.014787131469158528,0.0004622286225669682,0.0787468082020921
La Storta,105.50316361570911,0.046226704919441114,0.0006786753394191421,0.2357226240130513
Cesano,216.55981218860748,0.08272624449191934,0.0009302389183465056,0.3629403757977194
Salario,16.679251730489288,0.016968954749509,0.0004359456686067925,0.07093229351274837
Tomba di Nerone,34.179682531756555,0.02104341102851326,0.0004249515458773682,0.13098322649748734
Acquatraversa,37.04030346325258,0.031110912290609034,0.0007603975155413645,0.1796384543213651
Ostia Antica,57.42339164190155,0.030409897283031628,0.0008225870255865231,0.15235357153652637
Della Vittoria,22.758824103779492,0.022171748439104286,0.0005452465252216686,0.08732226425864015
Tor di Valle,90.24640089803272,0.04298479595567591,0.0007972512618195298,0.240499793015705
Villaggio Olimpico,22.917676651263022,0.016098479005646565,0.00042318584816519646,0.08298715002908737
Celio,13.87522839945416,0.011816888727480546,0.00028913358221274466,0.0660478750373735
Tufello,12.144117521908548,0.014620164097383774,0.001289873007905627,0.06515903327500609
Grottaperfetta,13.658629630751248,0.009767861807746688,0.0002888310845348716,0.05126547051093186
S. Maria di Galeria,74.07312393627126,0.032512374145392535,0.0005950973122772761,0.1617497781893713
Marconi,20.866909795291516,0.019141660038946524,0.0004456315197916095,0.11027780225298586
Malafede,39.41937893989371,0.022426094688854162,0.0004313042614856733,0.12249384216810907
Parioli,37.17168294368388,0.03644366160565109,0.0003966073803046631,0.2356843726481254
Martignano,392.5824042757352,0.2054163203089653,0.003692742823413179,0.9438313996021558
Porta Medaglia,96.59603304419282,0.056600459396715874,0.0012969235942270334,0.23008706799378506
Acilia Nord,13.968667148835587,0.009895870020677693,0.00024132477366536128,0.05691719765905729
Eroi,18.720913670022608,0.01663852419666709,0.0003994467349164701,0.0960027006311713
Tre Fontane,20.886376038729715,0.015410743268312085,0.0005563375406535466,0.08289873882140521
Testaccio,10.52164938919472,0.008848774075599839,0.00017842529902318277,0.04766682558428412
Navigatori,17.40112337953626,0.012305245610605198,0.00038335834519353054,0.06522521080842125
Santa Palomba,44.4934884051367,0.028300026372546798,0.0008687608850185632,0.13257879084439625
Villaggio Giuliano,9.258714966062042,0.008071606346708938,0.00016706852851076272,0.05011045744969225
