DEN_Z_URB,avg_CO_2_per_road,avg_NO_x_per_road,avg_PM_per_road,avg_VOC_per_road
Val Melaina,11.961102653680177,0.009975288989162301,0.00018435668048792187,0.05971177500362102
Serpentara,166.74501389865588,0.06446701759717771,0.000640900725066874,0.3217254910797723
Casal Boccone,252.27624595710728,0.07996699317406304,0.0007413390358515677,0.4320412700089039
Giardinetti-Tor Vergata,180.39745786214175,0.07224831940899452,0.0010931931812337738,0.3339678934356088
Torre Angela,81.95940983588369,0.03217565597140278,0.0005303327044346249,0.1760549249616317
S. Basilio,158.52670083962786,0.05201099983032006,0.000573948134992955,0.3132990618135455
Casal de' Pazzi,13.434786163066564,0.011083191173092928,0.0002457100286080489,0.06689863592591504
Bufalotta,582.9388505188717,0.17048124483943766,0.0022586291413834074,0.998896273040709
Sacco Pastore,14.974954755091277,0.011949043792288857,0.0003864122954522416,0.06411124712555692
S. Cornelia,687.8816927200594,0.18718445114032267,0.0010998376953718254,1.0845608396340973
Giustiniana,364.9211697577413,0.07241955207493103,0.000809531259674008,0.6277329117810765
Farnesina,56.527025085091594,0.028847661674260176,0.0005313919591150495,0.1590721377200056
Verano,83.79639606573829,0.0442107953338621,0.0014939534815694225,0.22361859765006303
Monte Sacro Alto,13.754061406954776,0.011025767988150421,0.0002668682236352963,0.05988403339101786
Tor Cervara,257.4339268819521,0.1063690067311378,0.0026481682558476428,0.5542423666427303
Gregna,96.19059856357399,0.046749558569175835,0.0009790237064523277,0.2356854418000795
Morena,39.4235319834809,0.023817849529526803,0.0005818394148391289,0.12362302066487285
Monte Sacro,11.459503862878371,0.009717315259782982,0.0003235718884896126,0.05005010808120554
Quadraro,9.647197450632634,0.008445986557584863,0.0002635474165569311,0.047104886668840544
Appio-Claudio,13.77639904816519,0.011205300892650002,0.000340576288097737,0.06236894425454275
S. Alessandro,264.40215072486745,0.10984871741494186,0.0017673571511078517,0.5277307912610683
Valco S. Paolo,12.419702171961184,0.009507436073541367,0.00024949595997065095,0.05130029384107797
Appia Antica Nord,256.65742657637213,0.08438560582503529,0.0009051839100442538,0.48069596943518633
Cecchignola,183.7882712778537,0.0454269557800013,0.0005783487104305947,0.3154281292449838
Vallerano Castel di Leva,285.91288459557677,0.08355292346841522,0.0009243886898927184,0.49743359009430677
Laurentino,249.86365811808608,0.07021341306548341,0.0010084984516774405,0.49012626992843866
Spinaceto,123.01110346279513,0.056335199152691175,0.0008032480564749196,0.2671759325318172
Decima,1055.7607038321778,0.32457818281282697,0.002348486621207206,1.73468339166709
Castel Romano,372.1194323781111,0.12667077145102065,0.001651565900299146,0.710528035123292
Castel Porziano,419.9794917080524,0.1658712859711994,0.0019103349729076029,0.8533926824616339
Flaminio,18.44883207471903,0.01452197352368622,0.00047433577436268166,0.07651535352448194
Borghesiana,18.439808070141005,0.012833316580065089,0.00031748744550230375,0.06558864024854022
Tuscolano Sud,16.153503679915477,0.014380256982160425,0.0004208220587618152,0.07808614341002683
Tor Fiscale,36.27381600791149,0.024764855642929892,0.0009466547086139758,0.10842554658269404
Latino,15.370023301911948,0.013778439311099776,0.0004718477052964229,0.07138629874488582
Pignatelli,22.867960648429126,0.016911192086597037,0.0005109627450010677,0.07895738346050528
Torrino,128.06675236877697,0.049554480138923586,0.0008691678404018135,0.2812554290749275
Don Bosco,13.860651187872623,0.013520269051738105,0.0002926521228555986,0.06779939344748447
Ostiense,13.002096659399468,0.010478679092695953,0.00031722347209539635,0.05191619095659811
Appio,15.851643925384261,0.013095287008743415,0.0004184709582757467,0.0688926624419423
Garbatella,11.247166613184417,0.008649439545345956,0.00025511502241884856,0.04958131376562979
Aventino,13.101967707064077,0.010691010368721091,0.0003005253169316628,0.06088280017258688
Mezzocammino,296.22205108551765,0.09968690723085616,0.0013095995258879682,0.5250887981179352
Magliana,726.2972001781159,0.17710910630253593,0.0018374250502669648,1.2395939279134214
Ponte Galeria,512.61257598704,0.1310057847726925,0.0012972141143486918,0.8629772293991921
Pantano di Grano,552.4057991024758,0.1782078316496937,0.00207887804860473,0.99311246289054
Trullo,159.0200950568542,0.062239389696482045,0.0014612235106504212,0.32133596753343835
Torrespaccata,17.922031842477498,0.013489940342446598,0.000574454355654128,0.05798356635908722
Centro Direzionale Centocelle,16.868991098620675,0.011132053328404303,0.00044544741621281656,0.05371732576272872
Torpignattara,14.353894369548017,0.011727366399943222,0.0004142150164547526,0.058713817185145505
Pian Due Torri,32.908967705581716,0.019444877527686026,0.0004496459261352731,0.11258388913665197
Ostia Nord,22.2203318009047,0.01697470772877994,0.0003774646451541872,0.09827481940226834
Infernetto,21.003567214860404,0.01358217154937304,0.00033773962237916116,0.06586851256455091
Palocco,12.058263325252954,0.008419804355162007,0.0001825006590108476,0.04907223982700089
Ostia Sud,17.041555596278705,0.013646232947198635,0.0003307728846016402,0.07813306879726258
Acilia Sud,45.43257864410152,0.025242567348657277,0.0005093521244389016,0.13195614982845663
Castel Fusano,59.872725950187466,0.03066907176746224,0.000665161901132396,0.13590639611032543
Primavalle,26.036739246657707,0.02050721382449082,0.0006524801788090874,0.10464037647355191
Val Cannuta,61.46601714013582,0.03829930493642146,0.0008926762068328005,0.20788124201054517
Corviale,20.264684218306876,0.015336825526512173,0.00040054061850828816,0.08500475477704456
Pisana,548.7877257634341,0.16070672946944434,0.0023503094111625893,1.0043029089663222
Fogaccia,169.3317434390386,0.05047568993366557,0.0007485675717612986,0.3309261368071526
S. Maria della PietÃ ,122.84815097561301,0.03565976686711531,0.0005665901542480206,0.2611437436426466
Ottavia,112.03483672457952,0.030222679658969968,0.00042180942959855,0.2396491311184465
Labaro,121.76644053113036,0.04306602804112483,0.0007040329355386353,0.24644292451836688
Boccea,617.6632835286505,0.18618857023914345,0.002526672604683908,1.1020047452050457
Casalotti di Boccea,79.69465657927138,0.03103127714138213,0.0005234619349877502,0.2154932423244081
Castelluccia,163.36978310021217,0.046121311005005966,0.0007914203489203835,0.3157244495342406
Massimina,89.95971795209618,0.04137796106448139,0.0005141050576317739,0.26463077888562786
Aurelio Nord,17.342950772026402,0.014790957997446211,0.00046610033582758286,0.07606638982665631
Aurelio Sud,19.548545085576425,0.015066631289355318,0.00042490498008556304,0.0795082492382775
Buon Pastore,31.61515275758805,0.024936822388026178,0.0006502950256078601,0.13126624715813895
Portuense,28.503993948161742,0.018796388244789335,0.0005373858647900005,0.10092541783235887
Colli Portuensi,25.100470002063872,0.02097508483888512,0.0004719785106594711,0.12017635717346495
Villa Pamphili,40.818998855623335,0.025920863434955456,0.0007711119005013338,0.13226110192375595
Trionfale,16.04510866133672,0.015950038613293558,0.00028245774942822603,0.07839170715834491
Prati,19.683359683663756,0.01741212258218891,0.0005254899256400542,0.09540305434059486
Foro Italico,65.70973147241081,0.03688790365954474,0.0005894402826597937,0.21180510048615384
Gianicolense,13.009260763495947,0.011517072705841555,0.00028348775500410374,0.06562161060433715
Pineto,36.45618237257004,0.024049275133529592,0.0009252168426783661,0.12096006335286802
Medaglie d' Oro,19.031477910738005,0.017072947024932648,0.0004017546417067645,0.07943336514748876
Trastevere,14.62388091367927,0.012878403647188494,0.0003847456205792238,0.0710109110143984
La Storta,98.82863802990751,0.04499720089313332,0.0006482700205658089,0.2211508323992288
Cesano,198.68973491677005,0.07855372503081248,0.0008945646283572468,0.33521956572680117
Salario,13.75061979210349,0.01498955665587808,0.00034806363689056125,0.06353288388958457
Tomba di Nerone,28.010138692533445,0.01754596289968601,0.00028944176262992734,0.11426145333196633
Acquatraversa,34.47339955877654,0.029279298339145186,0.000635842715484291,0.17571856069687644
Ostia Antica,54.62871883881902,0.028916281145974287,0.00078568760167012,0.14503621111915613
Della Vittoria,20.063277039758958,0.020496964722483045,0.00048567575473677246,0.07942904427140261
Tor di Valle,81.64638710699298,0.03843563599283781,0.0007700501660126127,0.21758119392490533
Villaggio Olimpico,21.031055470398808,0.015063310166582713,0.0003696642469785522,0.0797289971102279
Celio,10.48581601892199,0.009476662642382075,0.00021413977239636913,0.05693284614244476
Tufello,11.661900482608774,0.01438187835661996,0.0013235792952383534,0.06272684843769136
Grottaperfetta,13.365247891017585,0.009521978876213684,0.00028453273048306785,0.04979760188491278
S. Maria di Galeria,71.5148990822875,0.03153206218083445,0.0005754747604836422,0.15636471582307107
Marconi,18.714840701707963,0.017518041580454367,0.0003672719645976246,0.10381975792807588
Malafede,36.95881099228676,0.02079276501932117,0.0004203160879136657,0.1110224458780095
Parioli,35.06710116285316,0.03496693195908209,0.00034740928025644557,0.23042642987841833
Martignano,354.21747265259427,0.18688578429282643,0.003352056288709567,0.8543426422935833
Porta Medaglia,92.97417400398038,0.05495581572873892,0.001252441733183568,0.2207472387122173
Acilia Nord,13.57856051841887,0.00967028937010789,0.00024265064254496473,0.05542417216406093
Eroi,17.55416448863402,0.015716552539319535,0.00037840781614944407,0.09068658751782831
Tre Fontane,20.36045102350118,0.015044855640615962,0.0005537030827449962,0.08069577907347196
Testaccio,10.282489447314063,0.008708605357915749,0.0001751366202458578,0.046919820035754255
Navigatori,15.412658898387013,0.011149442202955337,0.00032061053674698706,0.05909931978520301
Santa Palomba,43.10898458022018,0.027259386378001328,0.0008343814869122276,0.12625819869145047
Villaggio Giuliano,9.187213518037353,0.008013627648375236,0.00016599539290535192,0.049728237386782066
